State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Indiana,1/3/1987,"10,068",12/27/1986,"47,604","2,065,922",2.3
Indiana,1/10/1987,"16,812",1/3/1987,"63,290","2,078,050",3.05
Indiana,1/17/1987,"10,073",1/10/1987,"57,525","2,078,050",2.77
Indiana,1/24/1987,"8,681",1/17/1987,"60,967","2,078,050",2.93
Indiana,1/31/1987,"8,605",1/24/1987,"61,282","2,078,050",2.95
Indiana,2/7/1987,"8,133",1/31/1987,"59,816","2,078,050",2.88
Indiana,2/14/1987,"7,115",2/7/1987,"57,968","2,078,050",2.79
Indiana,2/21/1987,"7,096",2/14/1987,"56,491","2,078,050",2.72
Indiana,2/28/1987,"6,380",2/21/1987,"54,752","2,078,050",2.63
Indiana,3/7/1987,"6,575",2/28/1987,"52,665","2,078,050",2.53
Indiana,3/14/1987,"6,143",3/7/1987,"50,652","2,078,050",2.44
Indiana,3/21/1987,"5,194",3/14/1987,"48,971","2,078,050",2.36
Indiana,3/28/1987,"4,768",3/21/1987,"45,887","2,078,050",2.21
Indiana,4/4/1987,"5,483",3/28/1987,"42,635","2,078,050",2.05
Indiana,4/11/1987,"7,200",4/4/1987,"41,815","2,090,811",2
Indiana,4/18/1987,"6,472",4/11/1987,"36,900","2,090,811",1.76
Indiana,4/25/1987,"5,096",4/18/1987,"40,732","2,090,811",1.95
Indiana,5/2/1987,"4,798",4/25/1987,"35,735","2,090,811",1.71
Indiana,5/9/1987,"4,642",5/2/1987,"34,070","2,090,811",1.63
Indiana,5/16/1987,"5,291",5/9/1987,"33,334","2,090,811",1.59
Indiana,5/23/1987,"6,131",5/16/1987,"31,653","2,090,811",1.51
Indiana,5/30/1987,"4,952",5/23/1987,"31,221","2,090,811",1.49
Indiana,6/6/1987,"5,605",5/30/1987,"32,314","2,090,811",1.55
Indiana,6/13/1987,"5,057",6/6/1987,"31,083","2,090,811",1.49
Indiana,6/20/1987,"5,133",6/13/1987,"30,672","2,090,811",1.47
Indiana,6/27/1987,"5,750",6/20/1987,"30,622","2,090,811",1.46
Indiana,7/4/1987,"5,575",6/27/1987,"28,944","2,090,811",1.38
Indiana,7/11/1987,"8,523",7/4/1987,"30,911","2,106,012",1.47
Indiana,7/18/1987,"6,075",7/11/1987,"30,962","2,106,012",1.47
Indiana,7/25/1987,"5,856",7/18/1987,"32,473","2,106,012",1.54
Indiana,8/1/1987,"14,089",7/25/1987,"31,037","2,106,012",1.47
Indiana,8/8/1987,"6,466",8/1/1987,"33,240","2,106,012",1.58
Indiana,8/15/1987,"5,210",8/8/1987,"35,640","2,106,012",1.69
Indiana,8/22/1987,"4,649",8/15/1987,"29,156","2,106,012",1.38
Indiana,8/29/1987,"4,796",8/22/1987,"28,054","2,106,012",1.33
Indiana,9/5/1987,"4,626",8/29/1987,"27,249","2,106,012",1.29
Indiana,9/12/1987,"3,814",9/5/1987,"24,882","2,106,012",1.18
Indiana,9/19/1987,"4,229",9/12/1987,"25,761","2,106,012",1.22
Indiana,9/26/1987,"4,402",9/19/1987,"24,795","2,106,012",1.18
Indiana,10/3/1987,"4,343",9/26/1987,"23,691","2,106,012",1.12
Indiana,10/10/1987,"6,198",10/3/1987,"24,050","2,120,167",1.13
Indiana,10/17/1987,"4,543",10/10/1987,"23,410","2,120,167",1.1
Indiana,10/24/1987,"4,804",10/17/1987,"25,134","2,120,167",1.19
Indiana,10/31/1987,"5,250",10/24/1987,"24,687","2,120,167",1.16
Indiana,11/7/1987,"5,863",10/31/1987,"24,705","2,120,167",1.17
Indiana,11/14/1987,"5,538",11/7/1987,"25,444","2,120,167",1.2
Indiana,11/21/1987,"6,365",11/14/1987,"26,726","2,120,167",1.26
Indiana,11/28/1987,"5,126",11/21/1987,"24,941","2,120,167",1.18
Indiana,12/5/1987,"8,492",11/28/1987,"31,171","2,120,167",1.47
Indiana,12/12/1987,"7,442",12/5/1987,"30,604","2,120,167",1.44
Indiana,12/19/1987,"7,181",12/12/1987,"32,904","2,120,167",1.55
Indiana,12/26/1987,"9,932",12/19/1987,"31,040","2,120,167",1.46
Indiana,1/2/1988,"9,495",12/26/1987,"34,016","2,120,167",1.6
Indiana,1/9/1988,"16,555",1/2/1988,"45,934","2,141,377",2.15
Indiana,1/16/1988,"9,955",1/9/1988,"45,239","2,141,377",2.11
Indiana,1/23/1988,"8,052",1/16/1988,"48,706","2,141,377",2.27
Indiana,1/30/1988,"8,473",1/23/1988,"45,105","2,141,377",2.11
Indiana,2/6/1988,"8,444",1/30/1988,"47,756","2,141,377",2.23
Indiana,2/13/1988,"6,979",2/6/1988,"49,064","2,141,377",2.29
Indiana,2/20/1988,"6,569",2/13/1988,"49,432","2,141,377",2.31
Indiana,2/27/1988,"7,586",2/20/1988,"49,508","2,141,377",2.31
Indiana,3/5/1988,"5,421",2/27/1988,"48,582","2,141,377",2.27
Indiana,3/12/1988,"5,428",3/5/1988,"44,398","2,141,377",2.07
Indiana,3/19/1988,"5,814",3/12/1988,"42,594","2,141,377",1.99
Indiana,3/26/1988,"5,087",3/19/1988,"40,815","2,141,377",1.91
Indiana,4/2/1988,"5,093",3/26/1988,"35,525","2,141,377",1.66
Indiana,4/9/1988,"6,201",4/2/1988,"36,065","2,163,571",1.67
Indiana,4/16/1988,"4,773",4/9/1988,"30,953","2,163,571",1.43
Indiana,4/23/1988,"4,271",4/16/1988,"30,293","2,163,571",1.4
Indiana,4/30/1988,"5,041",4/23/1988,"28,223","2,163,571",1.3
Indiana,5/7/1988,"4,102",4/30/1988,"27,051","2,163,571",1.25
Indiana,5/14/1988,"4,380",5/7/1988,"25,329","2,163,571",1.17
Indiana,5/21/1988,"4,343",5/14/1988,"24,925","2,163,571",1.15
Indiana,5/28/1988,"3,885",5/21/1988,"24,582","2,163,571",1.14
Indiana,6/4/1988,"4,148",5/28/1988,"23,307","2,163,571",1.08
Indiana,6/11/1988,"4,232",6/4/1988,"24,333","2,163,571",1.12
Indiana,6/18/1988,"3,917",6/11/1988,"23,246","2,163,571",1.07
Indiana,6/25/1988,"4,526",6/18/1988,"23,038","2,163,571",1.06
Indiana,7/2/1988,"4,910",6/25/1988,"23,267","2,163,571",1.08
Indiana,7/9/1988,"6,251",7/2/1988,"22,651","2,188,164",1.04
Indiana,7/16/1988,"7,682",7/9/1988,"24,006","2,188,164",1.1
Indiana,7/23/1988,"6,283",7/16/1988,"27,376","2,188,164",1.25
Indiana,7/30/1988,"6,468",7/23/1988,"28,236","2,188,164",1.29
Indiana,8/6/1988,"5,047",7/30/1988,"26,937","2,188,164",1.23
Indiana,8/13/1988,"4,334",8/6/1988,"25,505","2,188,164",1.17
Indiana,8/20/1988,"4,104",8/13/1988,"22,809","2,188,164",1.04
Indiana,8/27/1988,"4,156",8/20/1988,"22,624","2,188,164",1.03
Indiana,9/3/1988,"4,297",8/27/1988,"22,107","2,188,164",1.01
Indiana,9/10/1988,"3,594",9/3/1988,"20,994","2,188,164",0.96
Indiana,9/17/1988,"4,073",9/10/1988,"20,768","2,188,164",0.95
Indiana,9/24/1988,"3,734",9/17/1988,"20,461","2,188,164",0.94
Indiana,10/1/1988,"3,478",9/24/1988,"19,805","2,188,164",0.91
Indiana,10/8/1988,"4,627",10/1/1988,"18,980","2,212,404",0.86
Indiana,10/15/1988,"3,651",10/8/1988,"17,874","2,212,404",0.81
Indiana,10/22/1988,"4,198",10/15/1988,"19,719","2,212,404",0.89
Indiana,10/29/1988,"4,224",10/22/1988,"19,073","2,212,404",0.86
Indiana,11/5/1988,"4,720",10/29/1988,"19,479","2,212,404",0.88
Indiana,11/12/1988,"4,000",11/5/1988,"18,309","2,212,404",0.83
Indiana,11/19/1988,"6,048",11/12/1988,"21,739","2,212,404",0.98
Indiana,11/26/1988,"5,040",11/19/1988,"19,050","2,212,404",0.86
Indiana,12/3/1988,"7,128",11/26/1988,"24,989","2,212,404",1.13
Indiana,12/10/1988,"6,492",12/3/1988,"24,651","2,272,404",1.08
Indiana,12/17/1988,"7,001",12/10/1988,"25,539","2,272,404",1.12
Indiana,12/24/1988,"8,676",12/17/1988,"26,507","2,212,404",1.2
Indiana,12/31/1988,"9,001",12/24/1988,"27,603","2,212,404",1.25
Indiana,1/7/1989,"13,308",12/31/1988,"34,771","2,212,404",1.57
Indiana,1/14/1989,"9,212",1/7/1989,"39,528","2,234,132",1.77
Indiana,1/21/1989,"6,728",1/14/1989,"40,384","2,234,132",1.81
Indiana,1/28/1989,"6,916",1/21/1989,"40,012","2,234,132",1.79
Indiana,2/4/1989,"6,229",1/28/1989,"39,073","2,234,132",1.75
Indiana,2/11/1989,"7,033",2/4/1989,"39,327","2,234,132",1.76
Indiana,2/18/1989,"6,106",2/11/1989,"40,067","2,234,132",1.79
Indiana,2/25/1989,"5,778",2/18/1989,"40,437","2,234,132",1.81
Indiana,3/4/1989,"5,210",2/25/1989,"40,033","2,234,132",1.79
Indiana,3/11/1989,"5,400",3/4/1989,"39,219","2,234,132",1.76
Indiana,3/18/1989,"4,834",3/11/1989,"37,411","2,234,132",1.67
Indiana,3/25/1989,"3,956",3/18/1989,"33,997","2,234,132",1.52
Indiana,4/1/1989,"4,199",3/25/1989,"33,698","2,234,132",1.51
Indiana,4/8/1989,"5,928",4/1/1989,"30,588","2,234,132",1.37
Indiana,4/15/1989,"4,371",4/8/1989,"29,057","2,257,062",1.29
Indiana,4/22/1989,"4,021",4/15/1989,"27,540","2,257,062",1.22
Indiana,4/29/1989,"3,720",4/22/1989,"24,936","2,257,062",1.1
Indiana,5/6/1989,"4,227",4/29/1989,"23,823","2,257,062",1.06
Indiana,5/13/1989,"4,501",5/6/1989,"22,818","2,257,062",1.01
Indiana,5/20/1989,"4,329",5/13/1989,"22,578","2,257,062",1
Indiana,5/27/1989,"4,733",5/20/1989,"22,594","2,257,062",1
Indiana,6/3/1989,"4,613",5/27/1989,"22,562","2,257,062",1
Indiana,6/10/1989,"6,087",6/3/1989,"23,970","2,257,062",1.06
Indiana,6/17/1989,"5,138",6/10/1989,"24,723","2,257,062",1.1
Indiana,6/24/1989,"5,271",6/17/1989,"24,375","2,257,062",1.08
Indiana,7/1/1989,"5,529",6/24/1989,"24,683","2,257,062",1.09
Indiana,7/8/1989,"7,309",7/1/1989,"23,550","2,257,062",1.04
Indiana,7/15/1989,"10,272",7/8/1989,"27,032","2,280,467",1.19
Indiana,7/22/1989,"7,247",7/15/1989,"30,861","2,280,467",1.35
Indiana,7/29/1989,"6,180",7/22/1989,"30,227","2,280,467",1.33
Indiana,8/5/1989,"5,523",7/29/1989,"28,583","2,280,467",1.25
Indiana,8/12/1989,"4,713",8/5/1989,"27,094","2,280,467",1.19
Indiana,8/19/1989,"4,735",8/12/1989,"25,620","2,280,467",1.12
Indiana,8/26/1989,"5,377",8/19/1989,"24,781","2,280,467",1.09
Indiana,9/2/1989,"5,642",8/26/1989,"24,046","2,280,467",1.05
Indiana,9/9/1989,"4,455",9/2/1989,"22,962","2,280,467",1.01
Indiana,9/16/1989,"5,043",9/9/1989,"23,499","2,280,467",1.03
Indiana,9/23/1989,"5,063",9/16/1989,"22,814","2,280,467",1
Indiana,9/30/1989,"4,742",9/23/1989,"22,634","2,280,467",0.99
Indiana,10/7/1989,"6,365",9/30/1989,"23,241","2,280,467",1.02
Indiana,10/14/1989,"5,060",10/7/1989,"22,874","2,305,557",0.99
Indiana,10/21/1989,"5,623",10/14/1989,"25,197","2,305,557",1.09
Indiana,10/28/1989,"5,071",10/21/1989,"25,625","2,305,557",1.11
Indiana,11/4/1989,"6,423",10/28/1989,"25,099","2,305,557",1.09
Indiana,11/11/1989,"5,440",11/4/1989,"24,386","2,305,557",1.06
Indiana,11/18/1989,"6,977",11/11/1989,"28,835","2,305,557",1.25
Indiana,11/25/1989,"5,960",11/18/1989,"25,039","2,305,557",1.09
Indiana,12/2/1989,"7,208",11/25/1989,"32,841","2,305,557",1.42
Indiana,12/9/1989,"7,746",12/2/1989,"30,160","2,305,557",1.31
Indiana,12/16/1989,"9,192",12/9/1989,"32,193","2,305,557",1.4
Indiana,12/23/1989,"17,515",12/16/1989,"35,553","2,305,557",1.54
Indiana,12/30/1989,"11,055",12/23/1989,"39,110","2,305,557",1.7
Indiana,1/6/1990,"12,363",12/30/1989,"48,262","2,305,557",2.09
Indiana,1/13/1990,"19,227",1/6/1990,"50,774","2,590,351",1.96
Indiana,1/20/1990,"8,281",1/13/1990,"50,942","2,590,351",1.97
Indiana,1/27/1990,"8,507",1/20/1990,"54,271","2,590,351",2.1
Indiana,2/3/1990,"12,890",1/27/1990,"51,429","2,590,351",1.99
Indiana,2/10/1990,"8,228",2/3/1990,"53,890","2,590,351",2.08
Indiana,2/17/1990,"6,897",2/10/1990,"51,157","2,590,351",1.97
Indiana,2/24/1990,"6,882",2/17/1990,"49,193","2,590,351",1.9
Indiana,3/3/1990,"6,812",2/24/1990,"50,804","2,590,351",1.96
Indiana,3/10/1990,"5,474",3/3/1990,"48,700","2,590,351",1.88
Indiana,3/17/1990,"5,068",3/10/1990,"45,859","2,590,351",1.77
Indiana,3/24/1990,"4,540",3/17/1990,"43,333","2,590,351",1.67
Indiana,3/31/1990,"4,361",3/24/1990,"40,198","2,590,351",1.55
Indiana,4/7/1990,"6,755",3/31/1990,"36,917","2,590,351",1.43
Indiana,4/14/1990,"5,215",4/7/1990,"36,886","2,347,780",1.57
Indiana,4/21/1990,"4,408",4/14/1990,"38,314","2,347,780",1.63
Indiana,4/28/1990,"5,139",4/21/1990,"33,148","2,347,780",1.41
Indiana,5/5/1990,"4,451",4/28/1990,"32,068","2,347,780",1.37
Indiana,5/12/1990,"3,895",5/5/1990,"28,682","2,347,780",1.22
Indiana,5/19/1990,"4,374",5/12/1990,"27,922","2,347,780",1.19
Indiana,5/26/1990,"4,419",5/19/1990,"28,415","2,347,780",1.21
Indiana,6/2/1990,"4,037",5/26/1990,"25,502","2,347,780",1.09
Indiana,6/9/1990,"4,676",6/2/1990,"26,367","2,347,780",1.12
Indiana,6/16/1990,"4,431",6/9/1990,"26,078","2,347,780",1.11
Indiana,6/23/1990,"4,150",6/16/1990,"25,964","2,347,780",1.11
Indiana,6/30/1990,"4,833",6/23/1990,"25,542","2,347,780",1.09
Indiana,7/7/1990,"6,838",6/30/1990,"22,724","2,522,058",0.9
Indiana,7/14/1990,"6,888",7/7/1990,"26,968","2,522,058",1.07
Indiana,7/21/1990,"5,937",7/14/1990,"28,932","2,522,058",1.15
Indiana,7/28/1990,"7,585",7/21/1990,"28,597","2,522,058",1.13
Indiana,8/4/1990,"5,384",7/28/1990,"28,754","2,522,058",1.14
Indiana,8/11/1990,"4,500",8/4/1990,"28,023","2,522,058",1.11
Indiana,8/18/1990,"4,308",8/11/1990,"26,497","2,522,058",1.05
Indiana,8/25/1990,"4,642",8/18/1990,"24,323","2,522,058",0.96
Indiana,9/1/1990,"4,872",8/25/1990,"23,559","2,522,058",0.93
Indiana,9/8/1990,"3,638",9/1/1990,"22,019","2,522,058",0.87
Indiana,9/15/1990,"4,779",9/8/1990,"22,511","2,522,058",0.89
Indiana,9/22/1990,"4,500",9/15/1990,"22,750","2,522,058",0.9
Indiana,9/29/1990,"4,208",9/22/1990,"21,279","2,522,058",0.84
Indiana,10/6/1990,"5,056",9/29/1990,"21,764","2,522,058",0.86
Indiana,10/13/1990,"5,391",10/6/1990,"20,713","2,374,954",0.87
Indiana,10/20/1990,"6,102",10/13/1990,"24,459","2,374,954",1.03
Indiana,10/27/1990,"8,148",10/20/1990,"25,524","2,374,954",1.07
Indiana,11/3/1990,"7,095",10/27/1990,"27,726","2,374,954",1.17
Indiana,11/10/1990,"11,734",11/3/1990,"28,189","2,374,954",1.19
Indiana,11/17/1990,"10,048",11/10/1990,"32,073","2,374,954",1.35
Indiana,11/24/1990,"7,311",11/17/1990,"25,389","2,374,954",1.07
Indiana,12/1/1990,"11,303",11/24/1990,"42,661","2,374,954",1.8
Indiana,12/8/1990,"10,886",12/1/1990,"40,291","2,374,954",1.7
Indiana,12/15/1990,"12,757",12/8/1990,"42,156","2,374,954",1.78
Indiana,12/22/1990,"19,294",12/15/1990,"44,976","2,374,954",1.89
Indiana,12/29/1990,"14,327",12/22/1990,"42,972","2,374,954",1.81
Indiana,1/5/1991,"13,759",12/29/1990,"46,105","2,374,954",1.94
Indiana,1/12/1991,"16,170",1/5/1991,"62,909","2,445,103",2.57
Indiana,1/19/1991,"17,015",1/12/1991,"64,831","2,445,103",2.65
Indiana,1/26/1991,"10,398",1/19/1991,"63,719","2,445,103",2.61
Indiana,2/2/1991,"13,750",1/26/1991,"64,747","2,445,103",2.65
Indiana,2/9/1991,"16,688",2/2/1991,"66,110","2,445,103",2.7
Indiana,2/16/1991,"10,562",2/9/1991,"77,174","2,445,103",3.16
Indiana,2/23/1991,"16,139",2/16/1991,"70,463","2,445,103",2.88
Indiana,3/2/1991,"10,640",2/23/1991,"75,847","2,445,103",3.1
Indiana,3/9/1991,"9,558",3/2/1991,"68,666","2,445,103",2.81
Indiana,3/16/1991,"15,739",3/9/1991,"71,939","2,445,103",2.94
Indiana,3/23/1991,"10,954",3/16/1991,"75,493","2,445,103",3.09
Indiana,3/30/1991,"9,029",3/23/1991,"69,572","2,445,103",2.85
Indiana,4/6/1991,"6,893",3/30/1991,"64,119","2,445,103",2.62
Indiana,4/13/1991,"9,191",4/6/1991,"58,665","2,579,468",2.27
Indiana,4/20/1991,"8,476",4/13/1991,"57,071","2,579,468",2.21
Indiana,4/27/1991,"7,210",4/20/1991,"55,116","2,579,468",2.14
Indiana,5/4/1991,"5,621",4/27/1991,"46,965","2,579,468",1.82
Indiana,5/11/1991,"5,270",5/4/1991,"45,761","2,579,468",1.77
Indiana,5/18/1991,"5,733",5/11/1991,"46,112","2,579,468",1.79
Indiana,5/25/1991,"5,277",5/18/1991,"44,519","2,579,468",1.73
Indiana,6/1/1991,"4,553",5/25/1991,"40,189","2,579,468",1.56
Indiana,6/8/1991,"6,421",6/1/1991,"41,517","2,579,468",1.61
Indiana,6/15/1991,"5,537",6/8/1991,"41,937","2,579,468",1.63
Indiana,6/22/1991,"4,804",6/15/1991,"39,141","2,579,468",1.52
Indiana,6/29/1991,"4,682",6/22/1991,"39,497","2,579,468",1.53
Indiana,7/6/1991,"5,660",6/29/1991,"35,554","2,579,468",1.38
Indiana,7/13/1991,"7,938",7/6/1991,"35,371","2,400,902",1.47
Indiana,7/20/1991,"7,130",7/13/1991,"39,458","2,400,902",1.64
Indiana,7/27/1991,"9,829",7/20/1991,"39,455","2,400,902",1.64
Indiana,8/3/1991,"9,284",7/27/1991,"42,925","2,400,902",1.79
Indiana,8/10/1991,"5,661",8/3/1991,"43,449","2,400,902",1.81
Indiana,8/17/1991,"4,450",8/10/1991,"39,792","2,400,902",1.66
Indiana,8/24/1991,"6,712",8/17/1991,"34,184","2,400,902",1.42
Indiana,8/31/1991,"4,436",8/24/1991,"33,988","2,400,902",1.42
Indiana,9/7/1991,"4,097",8/31/1991,"29,853","2,400,902",1.24
Indiana,9/14/1991,"4,716",9/7/1991,"30,618","2,400,902",1.28
Indiana,9/21/1991,"4,567",9/14/1991,"29,927","2,400,902",1.25
Indiana,9/28/1991,"4,521",9/21/1991,"29,017","2,400,902",1.21
Indiana,10/5/1991,"5,439",9/28/1991,"28,924","2,400,902",1.2
Indiana,10/12/1991,"5,585",10/5/1991,"29,035","2,398,551",1.21
Indiana,10/19/1991,"4,519",10/12/1991,"29,022","2,398,551",1.21
Indiana,10/26/1991,"5,085",10/19/1991,"30,935","2,398,551",1.29
Indiana,11/2/1991,"6,645",10/26/1991,"30,550","2,398,551",1.27
Indiana,11/9/1991,"7,001",11/2/1991,"32,530","2,398,551",1.36
Indiana,11/16/1991,"6,463",11/9/1991,"32,956","2,398,551",1.37
Indiana,11/23/1991,"9,112",11/16/1991,"36,600","2,398,551",1.53
Indiana,11/30/1991,"9,995",11/23/1991,"31,244","2,398,551",1.3
Indiana,12/7/1991,"9,537",11/30/1991,"46,187","2,398,551",1.93
Indiana,12/14/1991,"8,880",12/7/1991,"44,871","2,398,551",1.87
Indiana,12/21/1991,"16,108",12/14/1991,"43,923","2,398,551",1.83
Indiana,12/28/1991,"12,173",12/21/1991,"42,789","2,398,551",1.78
Indiana,1/4/1992,"12,937",12/28/1991,"54,892","2,398,551",2.29
Indiana,1/11/1992,"17,246",1/4/1992,"65,413","2,399,800",2.73
Indiana,1/18/1992,"11,921",1/11/1992,"64,867","2,399,800",2.7
Indiana,1/25/1992,"8,228",1/18/1992,"60,905","2,399,800",2.54
Indiana,2/1/1992,"12,881",1/25/1992,"62,299","2,399,800",2.6
Indiana,2/8/1992,"9,096",2/1/1992,"64,864","2,399,800",2.7
Indiana,2/15/1992,"7,080",2/8/1992,"61,186","2,399,800",2.55
Indiana,2/22/1992,"7,419",2/15/1992,"58,576","2,399,800",2.44
Indiana,2/29/1992,"8,071",2/22/1992,"61,628","2,399,800",2.57
Indiana,3/7/1992,"6,137",2/29/1992,"59,764","2,399,800",2.49
Indiana,3/14/1992,"5,965",3/7/1992,"57,401","2,399,800",2.39
Indiana,3/21/1992,"6,802",3/14/1992,"55,715","2,399,800",2.32
Indiana,3/28/1992,"5,500",3/21/1992,"54,633","2,399,800",2.28
Indiana,4/4/1992,"6,448",3/28/1992,"51,952","2,399,800",2.16
Indiana,4/11/1992,"6,335",4/4/1992,"48,188","2,396,299",2.01
Indiana,4/18/1992,"5,216",4/11/1992,"44,011","2,396,299",1.84
Indiana,4/25/1992,"5,342",4/18/1992,"47,164","2,396,299",1.97
Indiana,5/2/1992,"4,809",4/25/1992,"44,029","2,396,299",1.84
Indiana,5/9/1992,"4,673",5/2/1992,"40,672","2,396,299",1.7
Indiana,5/16/1992,"4,512",5/9/1992,"39,576","2,396,299",1.65
Indiana,5/23/1992,"4,642",5/16/1992,"38,040","2,396,299",1.59
Indiana,5/30/1992,"4,388",5/23/1992,"35,846","2,396,299",1.5
Indiana,6/6/1992,"4,734",5/30/1992,"36,720","2,396,299",1.53
Indiana,6/13/1992,"4,396",6/6/1992,"36,261","2,396,299",1.51
Indiana,6/20/1992,"4,221",6/13/1992,"34,902","2,396,299",1.46
Indiana,6/27/1992,"5,004",6/20/1992,"34,848","2,396,299",1.45
Indiana,7/4/1992,"4,855",6/27/1992,"31,424","2,396,299",1.31
Indiana,7/11/1992,"11,940",7/4/1992,"34,965","2,394,738",1.46
Indiana,7/18/1992,"6,745",7/11/1992,"38,865","2,394,738",1.62
Indiana,7/25/1992,"25,946",7/18/1992,"38,525","2,394,738",1.61
Indiana,8/1/1992,"6,661",7/25/1992,"53,039","2,394,738",2.21
Indiana,8/8/1992,"4,490",8/1/1992,"53,244","2,394,738",2.22
Indiana,8/15/1992,"4,380",8/8/1992,"35,687","2,394,738",1.49
Indiana,8/22/1992,"4,302",8/15/1992,"32,875","2,394,738",1.37
Indiana,8/29/1992,"4,854",8/22/1992,"31,743","2,394,738",1.33
Indiana,9/5/1992,"5,277",8/29/1992,"31,429","2,394,738",1.31
Indiana,9/12/1992,"4,315",9/5/1992,"28,929","2,394,738",1.21
Indiana,9/19/1992,"4,341",9/12/1992,"30,000","2,394,738",1.25
Indiana,9/26/1992,"4,065",9/19/1992,"30,225","2,394,738",1.26
Indiana,10/3/1992,"4,414",9/26/1992,"29,274","2,394,738",1.22
Indiana,10/10/1992,"5,016",10/3/1992,"28,419","2,401,426",1.18
Indiana,10/17/1992,"4,688",10/10/1992,"27,068","2,401,426",1.13
Indiana,10/24/1992,"4,785",10/17/1992,"29,553","2,401,426",1.23
Indiana,10/31/1992,"5,210",10/24/1992,"29,220","2,401,426",1.22
Indiana,11/7/1992,"5,214",10/31/1992,"29,075","2,401,426",1.21
Indiana,11/14/1992,"5,445",11/7/1992,"29,172","2,401,426",1.21
Indiana,11/21/1992,"6,027",11/14/1992,"31,460","2,401,426",1.31
Indiana,11/28/1992,"5,574",11/21/1992,"26,940","2,401,426",1.12
Indiana,12/5/1992,"6,942",11/28/1992,"38,897","2,401,426",1.62
Indiana,12/12/1992,"6,079",12/5/1992,"36,054","2,401,426",1.5
Indiana,12/19/1992,"7,210",12/12/1992,"36,287","2,401,426",1.51
Indiana,12/26/1992,"10,072",12/19/1992,"32,710","2,401,426",1.36
Indiana,1/2/1993,"11,525",12/26/1992,"42,792","2,401,426",1.78
Indiana,1/9/1993,"10,499",1/2/1993,"49,823","2,412,903",2.06
Indiana,1/16/1993,"7,384",1/9/1993,"49,153","2,412,903",2.04
Indiana,1/23/1993,"5,749",1/16/1993,"45,588","2,412,903",1.89
Indiana,1/30/1993,"5,398",1/23/1993,"47,227","2,412,903",1.96
Indiana,2/6/1993,"6,734",1/30/1993,"44,167","2,412,903",1.83
Indiana,2/13/1993,"4,971",2/6/1993,"46,550","2,412,903",1.93
Indiana,2/20/1993,"5,048",2/13/1993,"43,536","2,412,903",1.8
Indiana,2/27/1993,"5,253",2/20/1993,"45,106","2,412,903",1.87
Indiana,3/6/1993,"5,272",2/27/1993,"46,391","2,412,903",1.92
Indiana,3/13/1993,"4,432",3/6/1993,"45,145","2,412,903",1.87
Indiana,3/20/1993,"4,219",3/13/1993,"43,925","2,412,903",1.82
Indiana,3/27/1993,"3,857",3/20/1993,"42,330","2,412,903",1.75
Indiana,4/3/1993,"4,924",3/27/1993,"40,509","2,412,903",1.68
Indiana,4/10/1993,"4,524",4/3/1993,"37,415","2,425,693",1.54
Indiana,4/17/1993,"4,122",4/10/1993,"39,759","2,425,693",1.64
Indiana,4/24/1993,"3,582",4/17/1993,"35,354","2,425,693",1.46
Indiana,5/1/1993,"3,444",4/24/1993,"33,790","2,425,693",1.39
Indiana,5/8/1993,"4,129",5/1/1993,"31,625","2,425,693",1.3
Indiana,5/15/1993,"3,607",5/8/1993,"30,784","2,425,693",1.27
Indiana,5/22/1993,"3,624",5/15/1993,"29,791","2,425,693",1.23
Indiana,5/29/1993,"3,625",5/22/1993,"29,556","2,425,693",1.22
Indiana,6/5/1993,"3,686",5/29/1993,"27,822","2,425,693",1.15
Indiana,6/12/1993,"3,661",6/5/1993,"28,945","2,425,693",1.19
Indiana,6/19/1993,"4,398",6/12/1993,"28,084","2,425,693",1.16
Indiana,6/26/1993,"3,030",6/19/1993,"29,535","2,425,693",1.22
Indiana,7/3/1993,"3,827",6/26/1993,"28,256","2,425,693",1.16
Indiana,7/10/1993,"7,387",7/3/1993,"26,553","2,441,312",1.09
Indiana,7/17/1993,"7,648",7/10/1993,"31,215","2,441,312",1.28
Indiana,7/24/1993,"7,882",7/17/1993,"33,808","2,441,312",1.38
Indiana,7/31/1993,"4,238",7/24/1993,"33,326","2,441,312",1.37
Indiana,8/7/1993,"3,962",7/31/1993,"32,377","2,441,312",1.33
Indiana,8/14/1993,"3,349",8/7/1993,"29,505","2,441,312",1.21
Indiana,8/21/1993,"3,272",8/14/1993,"28,371","2,441,312",1.16
Indiana,8/28/1993,"3,094",8/21/1993,"27,430","2,441,312",1.12
Indiana,9/4/1993,"3,406",8/28/1993,"26,398","2,441,312",1.08
Indiana,9/11/1993,"3,019",9/4/1993,"24,538","2,441,312",1.01
Indiana,9/18/1993,"3,104",9/11/1993,"25,199","2,441,312",1.03
Indiana,9/25/1993,"3,189",9/18/1993,"25,013","2,441,312",1.02
Indiana,10/2/1993,"3,329",9/25/1993,"24,289","2,441,312",0.99
Indiana,10/9/1993,"6,197",10/2/1993,"24,122","2,457,734",0.98
Indiana,10/16/1993,"3,481",10/9/1993,"25,019","2,457,734",1.02
Indiana,10/23/1993,"4,381",10/16/1993,"26,096","2,457,734",1.06
Indiana,10/30/1993,"3,721",10/23/1993,"26,578","2,457,734",1.08
