Date,Weekly Jobs Claims
2019-03-30,"211,000"
2019-04-06,"203,000"
2019-04-13,"203,000"
2019-04-20,"226,000"
2019-04-27,"230,000"
2019-05-04,"225,000"
2019-05-11,"217,000"
2019-05-18,"213,000"
2019-05-25,"218,000"
2019-06-01,"220,000"
2019-06-08,"220,000"
2019-06-15,"219,000"
2019-06-22,"224,000"
2019-06-29,"222,000"
2019-07-06,"211,000"
2019-07-13,"217,000"
2019-07-20,"211,000"
2019-07-27,"216,000"
2019-08-03,"214,000"
2019-08-10,"218,000"
2019-08-17,"215,000"
2019-08-24,"215,000"
2019-08-31,"219,000"
2019-09-07,"208,000"
2019-09-14,"211,000"
2019-09-21,"215,000"
2019-09-28,"218,000"
2019-10-05,"212,000"
2019-10-12,"218,000"
2019-10-19,"213,000"
2019-10-26,"217,000"
2019-11-02,"212,000"
2019-11-09,"222,000"
2019-11-16,"223,000"
2019-11-23,"211,000"
2019-11-30,"206,000"
2019-12-07,"237,000"
2019-12-14,"229,000"
2019-12-21,"218,000"
2019-12-28,"220,000"
2020-01-04,"212,000"
2020-01-11,"207,000"
2020-01-18,"220,000"
2020-01-25,"212,000"
2020-02-01,"201,000"
2020-02-08,"204,000"
2020-02-15,"215,000"
2020-02-22,"220,000"
2020-02-29,"217,000"
2020-03-07,"211,000"
2020-03-14,"282,000"
2020-03-21,"3,307,000"
2020-03-28,"6,648,000"
